"Ticket_ID,Date_Opened,Date_Closed,Resolution_Due_Date,Category,Assigned_To,Status"
"T1046,2024-12-26,2024-12-31,2025-06-26,Software,Jane Smith,Closed"
"T1047,2024-03-14,2024-03-19,2025-01-14,Network,Emily Chen,Closed"
"T1048,2024-10-15,2024-10-20,2025-05-15,Security,Sarah Brown,Closed"
"T1049,2024-06-29,2024-07-04,2025-02-28,Network,David Wilson,Closed"
"T1050,2024-02-02,2024-02-07,2025-01-02,Network,Mike Johnson,Closed"
"T1051,2024-09-15,2024-09-20,2025-04-15,Network,Emily Chen,Closed"
"T1052,2024-07-24,2024-07-29,2025-03-24,Security,Sarah Brown,Closed"
"T1053,2024-04-27,2024-05-02,2025-01-27,Network,David Wilson,Closed"
"T1054,2024-12-13,2024-12-18,2025-06-13,Network,Mike Johnson,Closed"
"T1055,2024-01-18,2024-01-23,2025-01-18,Hardware,John Doe,Closed"
"T1056,2024-08-03,2024-08-08,2025-03-03,Network,Emily Chen,Closed"
"T1057,2024-05-31,2024-06-05,2025-02-28,Security,Sarah Brown,Closed"
"T1058,2024-11-26,2024-12-01,2025-05-26,Network,David Wilson,Closed"
"T1059,2024-09-03,2024-09-08,2025-04-03,Network,Sarah Brown,Closed"
"T1060,2024-02-17,,2025-01-17,Security,Mike Johnson,Open"
"T1061,2024-07-11,2024-07-16,2025-03-11,Network,Emily Chen,Closed"
"T1062,2024-11-28,2024-12-03,2025-05-28,Network,David Wilson,Closed"
"T1063,2024-04-09,2024-04-14,2025-01-09,Security,John Doe,Closed"
"T1064,2024-01-23,,2025-01-23,Network,Jane Smith,Open"
"T1065,2024-06-15,2024-06-20,2025-02-15,Network,Sarah Brown,Closed"
"T1066,2024-10-07,2024-10-12,2025-05-07,Hardware,Mike Johnson,Closed"
"T1067,2024-03-31,2024-04-05,2025-01-31,Network,Emily Chen,Closed"
"T1068,2024-08-22,,2025-03-22,Security,David Wilson,Open"
"T1069,2024-12-14,2024-12-19,2025-06-14,Network,John Doe,Closed"
"T1070,2024-05-06,2024-05-11,2025-02-06,Network,Jane Smith,Closed"
"T1071,2024-09-28,2024-10-03,2025-04-28,Security,Sarah Brown,Closed"
"T1072,2024-02-19,2024-02-24,2025-01-19,Network,Mike Johnson,Closed"
"T1073,2024-07-13,,2025-03-13,Network,Emily Chen,Open"
"T1074,2024-11-05,2024-11-10,2025-05-05,Software,David Wilson,Closed"
"T1075,2024-04-27,2024-05-02,2025-01-27,Network,John Doe,Closed"
"T1076,2024-01-09,2024-01-14,2025-01-09,Security,Jane Smith,Closed"
"T1077,2024-06-01,2024-06-06,2025-02-01,Network,Sarah Brown,Closed"
"T1078,2024-10-23,,2025-05-23,Network,Mike Johnson,Open"
"T1079,2024-03-15,2024-03-20,2025-01-15,Security,Emily Chen,Closed"
"T1080,2024-08-07,2024-08-12,2025-03-07,Network,David Wilson,Closed"
"T1081,2024-12-30,2025-01-04,2025-06-30,Network,John Doe,Closed"
"T1082,2024-05-22,2024-05-27,2025-02-22,Hardware,Jane Smith,Closed"
"T1083,2024-09-14,,2025-04-14,Network,Sarah Brown,Open"
"T1084,2024-02-05,2024-02-10,2025-01-05,Security,Mike Johnson,Closed"
"T1085,2024-07-28,2024-08-02,2025-03-28,Network,Emily Chen,Closed"
"T1086,2024-11-20,2024-11-25,2025-05-20,Network,David Wilson,Closed"
"T1087,2024-04-12,2024-04-17,2025-01-12,Security,John Doe,Closed"
"T1088,2024-01-04,,2025-01-04,Network,Jane Smith,Open"
"T1089,2024-06-26,2024-07-01,2025-02-26,Network,Sarah Brown,Closed"
"T1090,2024-10-18,2024-10-23,2025-05-18,Software,Mike Johnson,Closed"
"T1091,2024-03-09,2024-03-14,2025-01-09,Network,Emily Chen,Closed"
"T1092,2024-08-01,2024-08-06,2025-03-01,Security,David Wilson,Closed"
"T1093,2024-12-24,,2025-06-24,Network,John Doe,Open"
"T1094,2024-05-16,2024-05-21,2025-02-16,Network,Jane Smith,Closed"
"T1095,2024-09-08,2024-09-13,2025-04-08,Security,Sarah Brown,Closed"
"T1096,2024-02-28,2024-03-04,2025-01-28,Network,Mike Johnson,Closed"
"T1097,2024-07-20,2024-07-25,2025-03-20,Network,Emily Chen,Closed"
"T1098,2024-11-12,,2025-05-12,Hardware,David Wilson,Open"
"T1099,2024-04-04,2024-04-09,2025-01-04,Network,John Doe,Closed"
"T1100,2024-01-26,2024-01-31,2025-01-26,Security,Jane Smith,Closed"
"T1101,2024-06-18,2024-06-23,2025-02-18,Network,Sarah Brown,Closed"
"T1102,2024-10-10,2024-10-15,2025-05-10,Network,Mike Johnson,Closed"
"T1103,2024-03-02,,2025-01-02,Security,Emily Chen,Open"
"T1104,2024-08-25,2024-08-30,2025-03-25,Network,David Wilson,Closed"
"T1105,2024-12-17,2024-12-22,2025-06-17,Network,John Doe,Closed"
"T1106,2024-05-09,2024-05-14,2025-02-09,Software,Jane Smith,Closed"
"T1107,2024-09-01,2024-09-06,2025-04-01,Network,Sarah Brown,Closed"
"T1108,2024-02-22,,2025-01-22,Security,Mike Johnson,Open"
"T1109,2024-07-15,2024-07-20,2025-03-15,Network,Emily Chen,Closed"
"T1110,2024-11-07,2024-11-12,2025-05-07,Network,David Wilson,Closed"
"T1111,2024-04-29,2024-05-04,2025-01-29,Security,John Doe,Closed"
"T1112,2024-01-21,2024-01-26,2025-01-21,Network,Jane Smith,Closed"
"T1113,2024-06-13,,2025-02-13,Network,Sarah Brown,Open"
"T1114,2024-10-05,2024-10-10,2025-05-05,Hardware,Mike Johnson,Closed"
"T1115,2024-03-28,2024-04-02,2025-01-28,Network,Emily Chen,Closed"
"T1116,2024-08-19,2024-08-24,2025-03-19,Security,David Wilson,Closed"
"T1117,2024-12-11,2024-12-16,2025-06-11,Network,John Doe,Closed"
"T1118,2024-05-03,,2025-02-03,Network,Jane Smith,Open"
"T1119,2024-09-25,2024-09-30,2025-04-25,Security,Sarah Brown,Closed"
"T1120,2024-02-15,2024-02-20,2025-01-15,Network,Mike Johnson,Closed"
"T1121,2024-07-08,2024-07-13,2025-03-08,Network,Emily Chen,Closed"
"T1122,2024-11-30,2024-12-05,2025-05-30,Software,David Wilson,Closed"
"T1123,2024-04-22,,2025-01-22,Network,John Doe,Open"
"T1124,2024-01-14,2024-01-19,2025-01-14,Security,Jane Smith,Closed"
"T1125,2024-06-06,2024-06-11,2025-02-06,Network,Sarah Brown,Closed"
"T1126,2024-10-28,2024-11-02,2025-05-28,Network,Mike Johnson,Closed"
"T1127,2024-03-20,2024-03-25,2025-01-20,Security,Emily Chen,Closed"
"T1128,2024-08-12,,2025-03-12,Network,David Wilson,Open"
"T1129,2024-12-04,2024-12-09,2025-06-04,Network,John Doe,Closed"
"T1130,2024-05-27,2024-06-01,2025-02-27,Hardware,Jane Smith,Closed"
"T1131,2024-09-19,2024-09-24,2025-04-19,Network,Sarah Brown,Closed"
"T1132,2024-02-10,2024-02-15,2025-01-10,Security,Mike Johnson,Closed"
"T1133,2024-07-03,,2025-03-03,Network,Emily Chen,Open"
"T1134,2024-11-25,2024-11-30,2025-05-25,Network,David Wilson,Closed"
"T1135,2024-04-17,2024-04-22,2025-01-17,Security,John Doe,Closed"
"T1136,2024-01-09,2024-01-14,2025-01-09,Network,Jane Smith,Closed"
"T1137,2024-06-01,2024-06-06,2025-02-01,Network,Sarah Brown,Closed"
"T1138,2024-10-23,,2025-05-23,Software,Mike Johnson,Open"
"T1139,2024-03-15,2024-03-20,2025-01-15,Network,Emily Chen,Closed"
"T1140,2024-08-07,2024-08-12,2025-03-07,Security,David Wilson,Closed"
"T1141,2024-12-30,2025-01-04,2025-06-30,Network,John Doe,Closed"
"T1142,2024-05-22,2024-05-27,2025-02-22,Network,Jane Smith,Closed"
"T1143,2024-09-14,,2025-04-14,Security,Sarah Brown,Open"
"T1144,2024-02-05,2024-02-10,2025-01-05,Network,Mike Johnson,Closed"
"T1145,2024-07-28,2024-08-02,2025-03-28,Network,Emily Chen,Closed"
"T1146,2024-11-20,2024-11-25,2025-05-20,Hardware,David Wilson,Closed"
"T1147,2024-04-12,2024-04-17,2025-01-12,Network,John Doe,Closed"
"T1148,2024-01-04,,2025-01-04,Security,Jane Smith,Open"
"T1149,2024-06-26,2024-07-01,2025-02-26,Network,Sarah Brown,Closed"
"T1150,2024-10-18,2024-10-23,2025-05-18,Network,Mike Johnson,Closed"
"T1151,2024-03-09,2024-03-14,2025-01-09,Security,Emily Chen,Closed"
"T1152,2024-08-01,2024-08-06,2025-03-01,Network,David Wilson,Closed"
"T1153,2024-12-24,,2025-06-24,Network,John Doe,Open"
"T1154,2024-05-16,2024-05-21,2025-02-16,Software,Jane Smith,Closed"
"T1155,2024-09-08,2024-09-13,2025-04-08,Network,Sarah Brown,Closed"
"T1156,2024-02-28,2024-03-04,2025-01-28,Security,Mike Johnson,Closed"
"T1157,2024-07-20,2024-07-25,2025-03-20,Network,Emily Chen,Closed"
"T1158,2024-11-12,2024-11-17,2025-05-12,Network,David Wilson,Closed"
"T1158,2024-11-12,2024-11-17,2025-05-12,Network,David Wilson,Closed"
"T1160,2024-07-18,,2025-03-18,Security,David Wilson,Open"
"T1161,2024-11-30,2024-12-05,2025-05-30,Network,Sarah Brown,Closed"
"T1162,2024-04-12,2024-04-17,2025-01-12,Network,Mike Johnson,Closed"
"T1163,2024-08-25,,2025-03-25,Security,John Doe,Open"
"T1164,2024-01-07,2024-01-12,2025-01-07,Network,Jane Smith,Closed"
"T1165,2024-05-20,2024-05-25,2025-02-20,Network,Emily Chen,Closed"
"T1166,2024-10-02,,2025-05-02,Security,David Wilson,Open"
"T1167,2024-02-14,2024-02-19,2025-01-14,Network,Sarah Brown,Closed"
"T1168,2024-06-27,2024-07-02,2025-02-27,Network,Mike Johnson,Closed"
"T1169,2024-11-09,,2025-05-09,Security,John Doe,Open"
"T1170,2024-03-23,2024-03-28,2025-01-23,Network,Jane Smith,Closed"
"T1171,2024-08-05,2024-08-10,2025-03-05,Network,Emily Chen,Closed"
"T1172,2024-12-18,,2025-06-18,Security,David Wilson,Open"
"T1173,2024-05-01,2024-05-06,2025-02-01,Network,Sarah Brown,Closed"
"T1174,2024-09-13,2024-09-18,2025-04-13,Network,Mike Johnson,Closed"
"T1175,2024-01-26,,2025-01-26,Security,John Doe,Open"
"T1176,2024-06-09,2024-06-14,2025-02-09,Network,Jane Smith,Closed"
"T1177,2024-10-22,2024-10-27,2025-05-22,Network,Emily Chen,Closed"
"T1178,2024-03-06,,2025-01-06,Security,David Wilson,Open"
"T1179,2024-07-19,2024-07-24,2025-03-19,Network,Sarah Brown,Closed"
"T1180,2024-12-01,2024-12-06,2025-06-01,Network,Mike Johnson,Closed"
"T1181,2024-04-14,,2025-01-14,Security,John Doe,Open"
"T1182,2024-08-27,2024-09-01,2025-03-27,Network,Jane Smith,Closed"
"T1183,2024-01-09,2024-01-14,2025-01-09,Network,Emily Chen,Closed"
"T1184,2024-05-22,,2025-02-22,Security,David Wilson,Open"
"T1185,2024-10-04,2024-10-09,2025-05-04,Network,Sarah Brown,Closed"
"T1186,2024-02-16,2024-02-21,2025-01-16,Network,Mike Johnson,Closed"
"T1187,2024-06-29,,2025-02-28,Security,John Doe,Open"
"T1188,2024-11-11,2024-11-16,2025-05-11,Network,Jane Smith,Closed"
"T1189,2024-03-25,2024-03-30,2025-01-25,Network,Emily Chen,Closed"
"T1190,2024-08-07,,2025-03-07,Security,David Wilson,Open"
"T1191,2024-12-20,2024-12-25,2025-06-20,Network,Sarah Brown,Closed"
"T1192,2024-05-03,2024-05-08,2025-02-03,Network,Mike Johnson,Closed"
"T1193,2024-09-15,,2025-04-15,Security,John Doe,Open"
"T1194,2024-01-28,2024-02-02,2025-01-28,Network,Jane Smith,Closed"
"T1195,2024-06-11,2024-06-16,2025-02-11,Network,Emily Chen,Closed"
"T1196,2024-10-24,,2025-05-24,Security,David Wilson,Open"
"T1197,2024-03-08,2024-03-13,2025-01-08,Network,Sarah Brown,Closed"
"T1198,2024-07-21,2024-07-26,2025-03-21,Network,Mike Johnson,Closed"
"T1199,2024-12-03,,2025-06-03,Security,John Doe,Open"
"T1200,2024-04-16,2024-04-21,2025-01-16,Network,Jane Smith,Closed"
"T1201,2024-08-29,2024-09-03,2025-03-29,Network,Emily Chen,Closed"
"T1202,2024-01-11,,2025-01-11,Security,David Wilson,Open"
"T1203,2024-05-24,2024-05-29,2025-02-24,Network,Sarah Brown,Closed"
"T1204,2024-10-06,2024-10-11,2025-05-06,Network,Mike Johnson,Closed"
"T1205,2024-02-18,,2025-01-18,Security,John Doe,Open"
"T1206,2024-07-01,2024-07-06,2025-03-01,Network,Jane Smith,Closed"
"T1207,2024-11-13,2024-11-18,2025-05-13,Network,Emily Chen,Closed"
"T1208,2024-03-27,,2025-01-27,Security,David Wilson,Open"
"T1209,2024-08-09,2024-08-14,2025-03-09,Network,Sarah Brown,Closed"
"T1210,2024-12-22,2024-12-27,2025-06-22,Network,Mike Johnson,Closed"
"T1211,2024-05-05,,2025-02-05,Security,John Doe,Open"
"T1212,2024-09-17,2024-09-22,2025-04-17,Network,Jane Smith,Closed"
"T1213,2024-01-30,2024-02-04,2025-01-30,Network,Emily Chen,Closed"
"T1214,2024-06-13,,2025-02-13,Security,David Wilson,Open"
"T1215,2024-10-26,2024-10-31,2025-05-26,Network,Sarah Brown,Closed"
"T1216,2024-03-10,2024-03-15,2025-01-10,Network,Mike Johnson,Closed"
"T1217,2024-07-23,,2025-03-23,Security,John Doe,Open"
"T1218,2024-12-05,2024-12-10,2025-06-05,Network,Jane Smith,Closed"
"T1219,2024-04-18,2024-04-23,2025-01-18,Network,Emily Chen,Closed"
"T1220,2024-08-31,,2025-03-31,Security,David Wilson,Open"
"T1221,2024-01-13,2024-01-18,2025-01-13,Network,Sarah Brown,Closed"
"T1222,2024-05-26,2024-05-31,2025-02-26,Network,Mike Johnson,Closed"
"T1223,2024-10-08,,2025-05-08,Security,John Doe,Open"
"T1224,2024-02-20,2024-02-25,2025-01-20,Network,Jane Smith,Closed"
"T1225,2024-07-03,2024-07-08,2025-03-03,Network,Emily Chen,Closed"
"T1226,2024-11-15,,2025-05-15,Security,David Wilson,Open"
"T1227,2024-03-29,2024-04-03,2025-01-29,Network,Sarah Brown,Closed"
"T1228,2024-08-11,2024-08-16,2025-03-11,Network,Mike Johnson,Closed"
"T1229,2024-12-24,,2025-06-24,Security,John Doe,Open"
"T1230,2024-05-07,2024-05-12,2025-02-07,Network,Jane Smith,Closed"
"T1231,2024-09-19,2024-09-24,2025-04-19,Network,Emily Chen,Closed"
"T1232,2024-02-01,,2025-01-01,Security,David Wilson,Open"
"T1233,2024-06-15,2024-06-20,2025-02-15,Network,Sarah Brown,Closed"
"T1234,2024-10-28,2024-11-02,2025-05-28,Network,Mike Johnson,Closed"
"T1235,2024-03-12,,2025-01-12,Security,John Doe,Open"
"T1236,2024-07-25,2024-07-30,2025-03-25,Network,Jane Smith,Closed"
"T1237,2024-12-07,2024-12-12,2025-06-07,Network,Emily Chen,Closed"
"T1238,2024-04-20,,2025-01-20,Security,David Wilson,Open"
"T1239,2024-09-02,2024-09-07,2025-04-02,Network,Sarah Brown,Closed"
"T1240,2024-01-15,2024-01-20,2025-01-15,Network,Mike Johnson,Closed"
"T1241,2024-05-28,,2025-02-28,Security,John Doe,Open"
"T1242,2024-10-10,2024-10-15,2025-05-10,Network,Jane Smith,Closed"
"T1243,2024-02-22,2024-02-27,2025-01-22,Network,Emily Chen,Closed"
"T1244,2024-07-05,,2025-03-05,Security,David Wilson,Open"
"T1245,2024-11-17,2024-11-22,2025-05-17,Network,Sarah Brown,Closed"
"T1246,2024-03-31,2024-04-05,2025-01-31,Network,Mike Johnson,Closed"
"T1247,2024-08-13,,2025-03-13,Security,John Doe,Open"
"T1248,2024-12-26,2024-12-31,2025-06-26,Network,Jane Smith,Closed"
"T1249,2024-05-09,2024-05-14,2025-02-09,Network,Emily Chen,Closed"
"T1250,2024-09-21,,2025-04-21,Security,David Wilson,Open"
"T1251,2024-02-03,2024-02-08,2025-01-03,Network,Sarah Brown,Closed"
"T1252,2024-06-17,2024-06-22,2025-02-17,Network,Mike Johnson,Closed"
"T1253,2024-10-30,,2025-05-30,Security,John Doe,Open"
"T1254,2024-03-14,2024-03-19,2025-01-14,Network,Jane Smith,Closed"
"T1255,2024-07-27,2024-08-01,2025-03-27,Network,Emily Chen,Closed"
"T1256,2024-12-09,,2025-06-09,Security,David Wilson,Open"
"T1257,2024-04-22,2024-04-27,2025-01-22,Network,Sarah Brown,Closed"
"T1258,2024-09-04,2024-09-09,2025-04-04,Network,Mike Johnson,Closed"
"T1259,2024-01-17,2024-01-22,2025-01-17,Network,David Wilson,Closed"
"T1260,2024-05-30,,2025-02-28,Security,David Wilson,Open"
"T1261,2024-10-12,2024-10-17,2025-05-12,Network,David Wilson,Closed"
"T1262,2024-03-25,2024-03-30,2025-01-25,Network,Sarah Brown,Closed"
"T1263,2024-08-07,,2025-03-07,Security,David Wilson,Open"
"T1264,2024-12-20,2024-12-25,2025-06-20,Network,David Wilson,Closed"
"T1265,2024-05-03,2024-05-08,2025-02-03,Network,Mike Johnson,Closed"
"T1266,2024-09-15,,2025-04-15,Security,David Wilson,Open"
"T1267,2024-01-28,2024-02-02,2025-01-28,Network,David Wilson,Closed"
"T1268,2024-06-11,2024-06-16,2025-02-11,Network,Emily Chen,Closed"
"T1269,2024-10-24,,2025-05-24,Security,David Wilson,Open"
"T1270,2024-03-08,2024-03-13,2025-01-08,Network,David Wilson,Closed"
"T1271,2024-07-21,2024-07-26,2025-03-21,Network,David Wilson,Closed"
"T1272,2024-12-03,,2025-06-03,Security,John Doe,Open"
"T1273,2024-04-16,2024-04-21,2025-01-16,Network,David Wilson,Closed"
"T1274,2024-08-29,2024-09-03,2025-03-29,Network,David Wilson,Closed"
"T1275,2024-01-11,,2025-01-11,Security,Sarah Brown,Open"
"T1276,2024-05-24,2024-05-29,2025-02-24,Network,David Wilson,Closed"
"T1277,2024-10-06,2024-10-11,2025-05-06,Network,David Wilson,Closed"
"T1278,2024-02-18,,2025-01-18,Security,Mike Johnson,Open"
"T1279,2024-07-01,2024-07-06,2025-03-01,Network,David Wilson,Closed"
"T1280,2024-11-13,2024-11-18,2025-05-13,Network,David Wilson,Closed"
"T1281,2024-03-27,,2025-01-27,Security,Emily Chen,Open"
"T1282,2024-08-09,2024-08-14,2025-03-09,Network,David Wilson,Closed"
"T1283,2024-12-22,2024-12-27,2025-06-22,Network,David Wilson,Closed"
"T1284,2024-05-05,,2025-02-05,Security,John Doe,Open"
"T1285,2024-09-17,2024-09-22,2025-04-17,Network,David Wilson,Closed"
"T1286,2024-01-30,2024-02-04,2025-01-30,Network,David Wilson,Closed"
"T1287,2024-06-13,,2025-02-13,Security,Sarah Brown,Open"
"T1288,2024-10-26,2024-10-31,2025-05-26,Network,David Wilson,Closed"
"T1289,2024-03-10,2024-03-15,2025-01-10,Network,David Wilson,Closed"
"T1290,2024-07-23,,2025-03-23,Security,Mike Johnson,Open"
"T1291,2024-12-05,2024-12-10,2025-06-05,Network,David Wilson,Closed"
"T1292,2024-04-18,2024-04-23,2025-01-18,Network,David Wilson,Closed"
"T1293,2024-08-31,,2025-03-31,Security,Emily Chen,Open"
"T1294,2024-01-13,2024-01-18,2025-01-13,Network,David Wilson,Closed"
"T1295,2024-05-26,2024-05-31,2025-02-26,Network,David Wilson,Closed"
"T1296,2024-10-08,,2025-05-08,Security,John Doe,Open"
"T1297,2024-02-20,2024-02-25,2025-01-20,Network,David Wilson,Closed"
"T1298,2024-07-03,2024-07-08,2025-03-03,Network,David Wilson,Closed"
"T1299,2024-11-15,,2025-05-15,Security,Sarah Brown,Open"
"T1300,2024-03-29,2024-04-03,2025-01-29,Network,David Wilson,Closed"
"T1301,2024-08-11,2024-08-16,2025-03-11,Network,David Wilson,Closed"
"T1302,2024-12-24,,2025-06-24,Security,Mike Johnson,Open"
"T1303,2024-05-07,2024-05-12,2025-02-07,Network,David Wilson,Closed"
"T1304,2024-09-19,2024-09-24,2025-04-19,Network,David Wilson,Closed"
"T1305,2024-02-01,,2025-01-01,Security,Emily Chen,Open"
"T1306,2024-06-15,2024-06-20,2025-02-15,Network,David Wilson,Closed"
"T1307,2024-10-28,2024-11-02,2025-05-28,Network,David Wilson,Closed"
"T1308,2024-03-12,,2025-01-12,Security,John Doe,Open"
"T1309,2024-07-25,2024-07-30,2025-03-25,Network,David Wilson,Closed"
"T1310,2024-12-07,2024-12-12,2025-06-07,Network,Sarah Brown,Closed"
"T1311,2024-04-20,,2025-01-20,Security,David Wilson,Open"
"T1312,2024-09-02,2024-09-07,2025-04-02,Network,David Wilson,Closed"
"T1313,2024-01-15,2024-01-20,2025-01-15,Network,Mike Johnson,Closed"
"T1314,2024-05-28,,2025-02-28,Security,David Wilson,Open"
"T1315,2024-10-10,2024-10-15,2025-05-10,Network,David Wilson,Closed"
"T1316,2024-02-22,2024-02-27,2025-01-22,Network,Emily Chen,Closed"
"T1317,2024-07-05,,2025-03-05,Security,David Wilson,Open"
"T1318,2024-11-17,2024-11-22,2025-05-17,Network,David Wilson,Closed"
"T1319,2024-03-31,2024-04-05,2025-01-31,Network,John Doe,Closed"
"T1320,2024-08-13,,2025-03-13,Security,David Wilson,Open"
"T1321,2024-12-26,2024-12-31,2025-06-26,Network,David Wilson,Closed"
"T1322,2024-05-09,2024-05-14,2025-02-09,Network,Sarah Brown,Closed"
"T1323,2024-09-21,,2025-04-21,Security,David Wilson,Open"
"T1324,2024-02-03,2024-02-08,2025-01-03,Network,David Wilson,Closed"
"T1325,2024-06-17,2024-06-22,2025-02-17,Network,Mike Johnson,Closed"
"T1326,2024-10-30,,2025-05-30,Security,David Wilson,Open"
"T1327,2024-03-14,2024-03-19,2025-01-14,Network,David Wilson,Closed"
"T1328,2024-07-27,2024-08-01,2025-03-27,Network,Emily Chen,Closed"
"T1329,2024-12-09,,2025-06-09,Security,David Wilson,Open"
"T1330,2024-04-22,2024-04-27,2025-01-22,Network,David Wilson,Closed"
"T1331,2024-09-04,2024-09-09,2025-04-04,Network,John Doe,Closed"
"T1332,2024-01-17,,2025-01-17,Security,David Wilson,Open"
"T1333,2024-05-30,2024-06-04,2025-02-28,Network,David Wilson,Closed"
"T1334,2024-10-12,2024-10-17,2025-05-12,Network,Sarah Brown,Closed"
"T1335,2024-03-25,,2025-01-25,Security,David Wilson,Open"
"T1336,2024-08-07,2024-08-12,2025-03-07,Network,David Wilson,Closed"
"T1337,2024-12-20,2024-12-25,2025-06-20,Network,Mike Johnson,Closed"
"T1338,2024-05-03,,2025-02-03,Security,David Wilson,Open"
"T1339,2024-09-15,2024-09-20,2025-04-15,Network,David Wilson,Closed"
"T1340,2024-01-28,2024-02-02,2025-01-28,Network,Emily Chen,Closed"
"T1341,2024-06-11,,2025-02-11,Security,David Wilson,Open"
"T1342,2024-10-24,2024-10-29,2025-05-24,Network,David Wilson,Closed"
"T1343,2024-03-08,2024-03-13,2025-01-08,Network,John Doe,Closed"
"T1344,2024-07-21,,2025-03-21,Security,David Wilson,Open"
"T1345,2024-12-03,2024-12-08,2025-06-03,Network,David Wilson,Closed"
"T1346,2024-04-16,2024-04-21,2025-01-16,Network,Sarah Brown,Closed"
"T1347,2024-08-29,,2025-03-29,Security,David Wilson,Open"
"T1348,2024-01-11,2024-01-16,2025-01-11,Network,David Wilson,Closed"
"T1349,2024-05-24,2024-05-29,2025-02-24,Network,Mike Johnson,Closed"
"T1350,2024-10-06,,2025-05-06,Security,David Wilson,Open"
"T1351,2024-02-18,2024-02-23,2025-01-18,Network,David Wilson,Closed"
"T1352,2024-07-01,2024-07-06,2025-03-01,Network,Emily Chen,Closed"
"T1353,2024-11-13,,2025-05-13,Security,David Wilson,Open"
"T1354,2024-03-27,2024-04-01,2025-01-27,Network,David Wilson,Closed"
"T1355,2024-08-09,2024-08-14,2025-03-09,Network,John Doe,Closed"
"T1356,2024-12-22,,2025-06-22,Security,David Wilson,Open"
"T1357,2024-05-05,2024-05-10,2025-02-05,Network,David Wilson,Closed"
"T1358,2024-09-17,2024-09-22,2025-04-17,Network,Sarah Brown,Closed"
"T1359,2024-01-03,2024-01-08,2025-01-03,Network,David Wilson,Closed"
"T1360,2024-05-16,2024-05-21,2025-02-16,Security,Sarah Brown,Closed"
"T1361,2024-09-28,2024-10-03,2025-04-28,Network,David Wilson,Closed"
"T1362,2024-02-10,2024-02-15,2025-01-10,Network,Mike Johnson,Closed"
"T1363,2024-06-23,2024-06-28,2025-02-23,Security,David Wilson,Closed"
"T1364,2024-11-05,2024-11-10,2025-05-05,Network,Emily Chen,Closed"
"T1365,2024-03-19,2024-03-24,2025-01-19,Network,David Wilson,Closed"
"T1366,2024-08-01,2024-08-06,2025-03-01,Security,John Doe,Closed"
"T1367,2024-12-14,2024-12-19,2025-06-14,Network,David Wilson,Closed"
"T1368,2024-04-27,2024-05-02,2025-01-27,Network,Sarah Brown,Closed"
"T1369,2024-09-09,2024-09-14,2025-04-09,Security,David Wilson,Closed"
"T1370,2024-01-22,2024-01-27,2025-01-22,Network,Mike Johnson,Closed"
"T1371,2024-06-05,2024-06-10,2025-02-05,Network,David Wilson,Closed"
"T1372,2024-10-18,2024-10-23,2025-05-18,Security,Emily Chen,Closed"
"T1373,2024-03-02,2024-03-07,2025-01-02,Network,David Wilson,Closed"
"T1374,2024-07-15,2024-07-20,2025-03-15,Network,John Doe,Closed"
"T1375,2024-11-27,2024-12-02,2025-05-27,Security,David Wilson,Closed"
"T1376,2024-04-10,2024-04-15,2025-01-10,Network,Sarah Brown,Closed"
"T1377,2024-08-23,2024-08-28,2025-03-23,Network,David Wilson,Closed"
"T1378,2024-01-06,2024-01-11,2025-01-06,Security,Mike Johnson,Closed"
"T1379,2024-05-19,2024-05-24,2025-02-19,Network,David Wilson,Closed"
"T1380,2024-10-01,2024-10-06,2025-05-01,Network,Emily Chen,Closed"
"T1381,2024-02-13,2024-02-18,2025-01-13,Security,David Wilson,Closed"
"T1382,2024-06-26,2024-07-01,2025-02-26,Network,John Doe,Closed"
"T1383,2024-11-08,2024-11-13,2025-05-08,Network,David Wilson,Closed"
"T1384,2024-03-22,2024-03-27,2025-01-22,Security,Sarah Brown,Closed"
"T1385,2024-08-04,2024-08-09,2025-03-04,Network,David Wilson,Closed"
"T1386,2024-12-17,2024-12-22,2025-06-17,Network,Mike Johnson,Closed"
"T1387,2024-04-30,2024-05-05,2025-01-30,Security,David Wilson,Closed"
"T1388,2024-09-12,2024-09-17,2025-04-12,Network,Emily Chen,Closed"
"T1389,2024-01-25,2024-01-30,2025-01-25,Network,David Wilson,Closed"
"T1390,2024-06-08,2024-06-13,2025-02-08,Security,John Doe,Closed"
"T1391,2024-10-21,2024-10-26,2025-05-21,Network,David Wilson,Closed"
"T1392,2024-03-05,2024-03-10,2025-01-05,Network,Sarah Brown,Closed"
"T1393,2024-07-18,2024-07-23,2025-03-18,Security,David Wilson,Closed"
"T1394,2024-11-30,2024-12-05,2025-05-30,Network,Mike Johnson,Closed"
"T1395,2024-04-13,2024-04-18,2025-01-13,Network,David Wilson,Closed"
"T1396,2024-08-26,2024-08-31,2025-03-26,Security,Emily Chen,Closed"
"T1397,2024-01-09,2024-01-14,2025-01-09,Network,David Wilson,Closed"
"T1398,2024-05-22,2024-05-27,2025-02-22,Network,John Doe,Closed"
"T1399,2024-10-04,2024-10-09,2025-05-04,Security,David Wilson,Closed"
"T1400,2024-02-16,2024-02-21,2025-01-16,Network,Sarah Brown,Closed"
"T1401,2024-06-29,2024-07-04,2025-02-28,Network,David Wilson,Closed"
"T1402,2024-11-11,2024-11-16,2025-05-11,Security,Mike Johnson,Closed"
